gene,observed_dNdS,expected_dNdS
RNF11,2.0,3.145148147056682
RAB11B,3.0,1.955096630882627
SLC14A1,1.5,2.6673720726084436
NELL2,4.0,3.3418528126738702
CCDC183,0.0,2.4040576359256605
KEL,1.5,2.5486730698815583
C18orf21,2.0,3.0039014425208608
RTEL1,1.6666666666666667,2.291197464588188
ERCC1,1.0,2.1408209576482675
VPS36,3.0,3.072814366742134
RIF1,1.4285714285714286,3.7590123220480636
PSRC1,4.0,2.5603278627323798
SFXN2,3.0,2.401248462017513
PCP2,0.0,2.320903923943501
CXorf40B,1.0,2.5896959723692907
OAZ2,0.0,2.6374339391549073
MSH2,5.0,3.338737749177353
TMEM145,2.5,2.041432778709964
TMEM65,2.0,2.538155033865413
OR4C6,1.5,2.481351994747127
MINOS1,1.0,3.3271689728513483
CDC25C,2.0,2.919912503659043
ABHD14A,3.0,2.0475133799524703
DPPA5,3.0,2.396657689458266
OFCC1,2.0,3.447803677533957
RBP7,2.0,2.3288442170289865
GPBP1L1,3.0,3.324052217186296
CHRNA6,3.0,2.79578558079501
USP46,4.0,2.8953342122396393
CLHC1,2.0,3.122509365982619
ARF4,2.0,3.2732641267509033
PAF1,5.0,2.8227941323199515
CD38,2.0,2.5999015361921947
RBM18,3.0,3.059838052461342
PGAP2,4.0,1.9689015330372501
RIC8A,1.0,2.2452590782812774
RAB37,3.0,2.184311140821942
UNCX,2.0,2.0346667631398816
MNX1,1.0,2.5612799960496817
SLCO6A1,2.6666666666666665,3.4222657946921826
ZBTB7B,3.0,2.4388447365104144
KLRC4,2.0,3.249368999201185
DESI2,2.0,3.19934068769742
OXCT2,3.0,2.011564844189901
CBX8,1.0,2.281444323426015
CMTR1,1.5,2.6213723149462647
TRGV4,4.0,
NOA1,2.0,2.4829328854704875
GOLPH3L,4.0,2.8972981809226415
USP42,3.0,2.897753475894123
TMEM62,3.0,2.954394122133829
ARL4D,2.0,2.1355987035975024
IGF2R,6.5,2.5851601799317976
SRP14,1.0,2.864391601556069
CSN2,2.0,2.9397249392131175
F9,7.0,3.760649308894488
RHOXF2B,1.0,2.952713167446447
PCBP1,3.0,2.356560480650627
DTX3L,1.0,3.170849698556866
PYGO2,2.0,2.825726527527651
CPT1C,1.6666666666666667,2.6048761118220187
CXorf67,2.5,2.740908939455767
TAX1BP1,4.0,3.6980147567856867
CFLAR,5.0,2.7350123809185907
RGL3,1.5,2.3689386124597482
MEGF9,6.0,2.5682517282756026
GRIA3,1.6,2.6779914241780705
SIL1,3.0,2.099526927371735
NECAB2,4.0,2.192597595313196
GOSR1,5.0,3.191708926853626
ZNF559,3.0,3.554372895420784
GDPD4,2.0,2.977363762137896
DNM1P46,4.0,
TMPRSS9,2.0,2.1308773595564054
HELZ,2.25,3.4035747819824502
PRSS38,3.0,2.3576498048223855
PRPH2,0.3333333333333333,2.1935384855369233
ARNT2,2.5,2.8252725516272665
PSMD5,2.0,3.2114012191336867
FOLR4,1.0,2.597231277524995
GSTA1,3.0,2.7326856671804016
TAF3,3.0,2.907179443185112
SGCA,2.0,2.8048092473044637
TDRD7,3.0,3.2411280945542567
MORF4L2,3.0,3.2908364752342294
OR4K17,2.0,2.721618986853292
MRPS31P5,2.0,
OSTM1,3.0,2.494693680218626
ETF1,2.0,3.4992508190741836
ZNF566,2.0,3.645716604663818
THNSL1,2.0,3.8132870824544565
TP53BP2,1.6666666666666667,3.284371587968361
CCNL2,2.5,2.52777684778504
GPR123,4.0,2.2783318030500754
LRRC58,2.0,2.2660302559531735
BARHL2,6.0,2.49504675927506
MTPAP,2.0,3.0846205308243717
MRPL35,1.0,2.781698946371182
PEX26,1.0,2.192831748676148
FAM71D,1.0,2.6641585620485726
CT45A5,3.0,3.6496017670560343
MPDZ,7.0,3.3149955269535476
POGLUT1,5.0,3.3587062014602416
GAB3,5.0,2.86432577409796
ZNF486,2.0,2.971406015889042
CPZ,5.0,2.1464249472614205
MICALCL,4.0,2.8191702804786916
SOD2,1.0,2.8225924487954623
FBXL6,1.0,2.0702273482273896
SAMD13,2.0,3.2076131729662554
CREBZF,1.0,2.2352981929130755
HIST1H3D,1.6666666666666667,2.1858175667815036
NARG2,1.0,3.7603535249849522
ADAMTSL1,4.333333333333333,2.493420274004971
ADRBK1,1.3333333333333333,2.1033372737665714
PPY,3.0,2.488509618283834
MIR513C,2.0,
OR4K15,3.0,2.739475908918551
MRPS17,0.5,2.7692215190152476
AGBL5,4.0,2.71006628078312
C5orf58,2.0,3.5617564506881374
GANC,5.0,3.141181270120513
MPHOSPH9,2.0,3.661467843147705
PPM1D,5.0,3.0584990158819108
WISP2,3.0,2.223481637887386
TRAM1L1,2.5,2.89649550947315
C17orf62,2.0,2.3404104665905043
MAF,3.0,2.1205600680214594
WDR92,3.0,3.2143211345171863
ZNF280B,8.0,3.5558466078567084
ZKSCAN4,2.0,2.9110662895569948
CPSF3,0.0,3.400359978417534
SUCO,0.6,3.5479317580741014
IDH2,1.0,2.262899838518705
FMO3,5.0,2.89424462828038
CSPG5,5.0,2.4986682323676535
SNORD115-37,2.0,
SERPINE3,2.0,2.4908590487939386
SMARCAL1,6.0,2.6180516925781165
PRICKLE1,6.0,3.154985118687983
CEBPG,2.0,2.9663398281088504
ALG8,2.0,2.7584403217796516
TMEM202,2.0,2.793022819929365
MYOZ1,3.0,2.710062889193062
CD180,4.0,2.785941596705021
TYW1,2.0,3.09960755177044
BPIFA1,5.0,2.0452602607059607
MLX,2.0,2.387245957309489
TWIST1,2.0,2.164886948891171
PRKCA,3.0,2.9068749204527973
C1orf127,3.0,2.610365953628235
PIGN,2.0,3.1802680708845
TTPAL,0.0,2.471530957495312
CATSPER3,2.0,2.4054798894573595
ERMARD,5.0,2.9762404574322447
CPM,1.6666666666666667,3.1472882229181987
ZNF425,3.0,2.6043075495073893
SAFB2,3.0,2.7017518968199266
NUSAP1,1.0,3.096275101035287
MED4,3.0,3.551020249582016
MOB3A,2.0,1.991735097906817
ZBTB41,6.0,4.017054791898563
ZNF667,5.0,2.7269965530175395
CYP26B1,7.0,1.8519421298265586
PENK,6.0,2.644423872753173
INHBE,2.0,2.330718040693251
TUBA3D,6.0,2.1879248414046173
IFNGR2,3.0,2.462973487187166
AMBP,1.0,2.3676935055512676
PTPN6,3.0,2.1936780735509593
RAB39A,2.0,2.7967373227867207
SAE1,3.0,2.90170832988689
PYHIN1,2.0,3.432764129623182
ONECUT3,2.0,1.9409230584568933
CACNA1G,8.0,2.154393101081966
CNTRL,3.5,3.431390141370986
CLEC17A,4.0,2.883827062782463
RAMP3,2.0,2.049200722115631
ORC1,0.0,2.733244554250753
PAGR1,1.0,2.403053987103499
SNORD116-25,2.0,
CATSPERG,1.5,2.202382415323766
DMTN,3.0,2.365328121048662
TONSL,1.0,2.163474020430499
METTL17,6.0,2.8821254387216633
SULT1E1,4.0,3.54289802365429
VASH1,2.0,2.225010618396085
POLH,4.0,3.1811097784364133
LIM2,2.0,2.242839725824876
SYNGR2,0.0,2.05080641807204
SCTR,2.0,2.240603938180391
TPM3,2.0,2.8478114587200034
UBE2R2,2.0,2.794818592265622
PRKAA2,2.0,3.269748163420709
SPCS3,2.0,2.5477755231841313
DCAF7,2.0,2.703588756723626
MED29,0.6666666666666666,2.758846885321841
C6orf120,3.0,2.1266140140136405
FAM129B,3.0,2.114872047902013
TBC1D23,2.0,3.4196882169834324
ACTBL2,5.0,2.517528801372401
EIF3D,2.0,2.743191312764488
FLOT2,2.0,2.3237430512828015
ZNF37A,1.0,3.634963199351594
MARK1,8.0,3.473441331203078
TRO,2.5,2.7838496331574327
SHROOM3,3.3333333333333335,2.5711169243722485
SEMA4B,5.0,3.0398889871980312
SEC11C,2.0,2.8276761839919535
DPYD,3.5,3.3358509475298415
ALDOA,0.5,2.1969706179658397
ZMYM2,2.0,3.9037516989972607
FLVCR1,6.0,2.4756697691743272
RELB,0.75,2.1349329109864077
PNLDC1,3.0,2.098519060719195
TCEB1,1.0,3.255297319628733
SPTBN5,0.375,2.2132326926277557
USH1G,3.0,2.0298766654767446
ZNF518B,3.5,3.416313919984445
SIRPG,2.0,2.4175504003511787
KIFC1,4.0,2.4721443486120553
SLC45A4,3.0,1.9570129249781083
TMED10,3.0,2.495505949310689
CARTPT,2.0,2.0608729194548685
IFNA1,2.0,2.588390498720222
GPT2,4.0,2.1891851531334647
PNPLA2,2.0,1.8761503793316765
CSN1S1,2.0,3.5351927250370476
MAFB,3.0,2.13895966617463
VPS4B,0.0,3.524115703572396
OR52L1,2.0,2.385147208510794
FAM227B,6.0,3.8133623266092735
OR4C11,5.0,2.7669616799710197
SLC25A13,3.0,3.0609408845473975
GTPBP4,2.5,2.8639130164445428
SIDT1,4.0,2.3965276529599024
C1orf204,2.0,2.4295570327201164
RPUSD4,1.0,2.44598044701388
OR10J3,3.0,2.3928839550245877
CCR6,3.0,2.3655215615546923
CIRH1A,3.0,3.067082454436997
SRFBP1,4.0,3.639839414848382
MIR17HG,2.0,
TBC1D19,0.0,3.3878765989600583
TMF1,4.0,3.747302745354135
FMNL3,10.0,2.359378723169617
KIAA1467,0.5,2.6061434399354404
INO80D,5.0,2.8484087310994606
KRTAP4-8,2.0,2.702901104815064
PCDH11Y,4.0,3.1339724226698142
GRPEL2,2.0,3.2725864995055427
ATG4C,2.0,3.889641190620496
ERLIN1,3.0,2.956998854209551
ACVRL1,1.5,2.1173033894758464
KCNH7,8.5,3.06504720360054
TAGLN3,0.0,2.686499350621339
SURF1,2.0,2.3873296348062207
SERPINA7,3.0,2.9240250720790733
ASB13,2.0,2.0780851542878884
CCDC97,0.0,2.4195018224777436
DBP,2.0,2.1051618027690986
PRODH,0.0,2.1756973989855246
MUC2,0.8,2.1901956285486324
VWA1,0.0,2.6070508894407602
ZCCHC7,2.0,3.592769942276308
SGIP1,10.0,3.207063907096671
PAMR1,1.0,2.715195927759276
HIST1H2AB,5.0,2.1185243226799453
HLX,5.0,2.3955427011270545
SPAG7,4.0,2.69429130623542
SP7,3.0,2.615736710206779
ARC,2.0,2.0197580526522683
TBR1,3.0,2.286775556630386
CRYGS,5.0,3.0479306423987116
CEP95,1.0,3.6499131206099196
PAGE4,2.0,4.295251969782708
SLC38A2,3.0,2.9674974616747223
KCNAB2,2.0,2.3997770637998124
LONP1,1.0,2.0227920118425287
PAK3,1.0,3.351100097708645
PPP1R36,2.0,3.325725643174028
TKTL2,4.0,3.0047762072523585
AP4M1,1.25,2.059475843933606
OSBPL10,1.0,2.5426931755899176
ANKDD1A,5.0,2.39242213467666
SLC22A24,2.0,2.567067659824871
NUCB1,4.0,2.2872380337835727
RNF139,0.5,3.2020541831737246
ZNF451,5.0,3.773071643625455
PFDN6,2.0,2.3991662878757367
CCDC105,3.0,2.1998417372172163
HERPUD1,6.0,3.1158009189793536
RHOD,1.0,2.047643195501769
DEFB127,0.0,3.406293231615694
GNB1,2.0,2.56023064504256
FBXL13,12.0,3.221734320292071
FDPS,2.0,2.4169812530539354
IL17D,0.0,1.8812188180603577
TOE1,5.0,2.6942812980069477
ZNF783,6.0,2.243465784502036
PLEKHJ1,1.0,2.3192975215188247
CASK,3.0,3.3227497385869396
PARD6G,2.0,1.9953045983009283
SKI,1.0,1.991297518976529
GPRIN3,6.0,2.959027437732083
RXRA,3.0,2.0113380639533354
SMIM8,2.0,3.4678430081504645
PIK3IP1,1.0,2.321085086699997
CALHM1,0.5,2.0426202052246767
TRIM6,2.0,2.709659627101115
PCOLCE,2.0,2.1641923982122426
SNPH,6.0,2.2132161651847317
KCNN4,2.0,1.9507460348239178
PTGIS,7.0,2.251202969732363
ADD2,1.0,2.3688452984072916
TAF10,0.0,2.2617066810624378
GIF,1.0,2.616940744664804
ADCK5,4.0,2.7676224634984914
TRAPPC2L,0.0,2.5462867811415317
SPATC1,2.5,2.09966138788324
GFOD2,5.0,2.167315628580834
ZNF107,9.0,3.850704675911167
STX4,7.0,2.251876591923324
CYGB,1.0,2.1252561351970893
MDP1,4.0,2.881297706297842
C1orf177,2.0,2.5162322378971993
DNM2,4.0,2.16169827098809
CCDC158,6.0,3.3051953609779856
ZNF569,0.75,3.948824571044822
TCEAL2,5.0,3.7306637167735337
DPP6,4.4,2.4693846240194794
BDP1,1.0,3.839791597120415
INSIG1,3.0,2.3741754184605472
FUT8,2.0,3.277861655544881
CYP27A1,2.0,2.258381630780669
IGLV2-33,2.0,
TMEM180,1.0,1.8488245821110674
BHMT,1.0,2.96719191233876
MAP3K6,2.6666666666666665,2.1487056974975003
EFCAB1,2.0,3.4156817565495166
ZNF733P,11.0,
INTS9,1.3333333333333333,2.4856544824545974
GNRHR,1.0,2.7042825862139503
TMEM207,2.0,3.011583966671993
C5orf42,1.0,3.7654972785209497
UGT2B4,4.0,3.5352116716255084
ZNF790,6.0,4.022243020181679
LRRC41,0.3333333333333333,2.427112487937249
C21orf33,2.0,2.1627229017328924
NUP155,2.5,3.6326618304090146
MOSPD3,3.0,2.161370689949055
KIAA0825,2.0,3.2786551754413877
PJA2,5.0,4.147604542474282
ZNF214,8.0,3.9568508832922684
OR14A16,1.0,2.5312395175873244
PDE10A,21.0,3.0591483069462564
CDC25B,3.0,2.405965064712637
BFSP1,5.0,2.520112650610617
HAUS2,2.0,3.1832717918663866
COX10,3.0,3.18304940595256
AP4E1,6.0,3.0668530283671744
C19orf12,1.0,2.1823359585639284
ADSS,4.0,3.455232718651131
ZRANB2,3.5,3.9179018378981896
IGSF8,3.0,2.3213282247551623
RASSF2,5.0,2.289845446866132
LPHN2,4.5,3.3214550183262643
DBI,4.0,2.8544285624074366
CCL25,3.0,2.311879201581438
LACE1,3.0,3.075291776401579
NKD2,1.0,2.3538632738385337
TMEM33,2.0,2.924532360883385
TBC1D13,3.0,2.218236329729137
RNF20,4.0,2.9214835068860334
KIAA1551,6.5,3.8601465021753234
LGALS1,2.0,2.204079168226986
PFN4,2.0,2.6525423292016126
USP6,3.0,3.030490883762278
ENAH,1.0,3.3339904601261705
CCDC50,9.0,3.4531000120927517
GGNBP1,2.0,2.709073169666208
ATP6AP1,2.0,2.146777924177986
SRRM3,5.0,2.2468890674592785
GNG13,1.0,2.121648076225117
UMOD,5.0,2.3147402541777966
NDUFS4,2.0,2.6668592979066745
C2orf62,0.5,2.1447407558535034
ARAP3,4.0,2.4167666223072586
CLEC4M,3.0,2.409693181425186
CCL1,6.0,2.5591945517800445
CUL2,3.0,3.635134308089361
LPAR5,0.0,1.7135079665084014
SYT6,1.3333333333333333,2.115840148656598
TTL,2.0,2.635603008221048
GCC1,7.0,2.434301000312625
MAGEA3,2.0,2.415654391468032
MKX,2.0,2.6656496968251364
PRDM2,3.5,2.939161504408836
SDS,3.0,2.067658608420324
RRM2,2.0,2.752241210103121
FBN1,4.25,3.2895586679151663
TMEM71,5.0,3.0146789191853163
RDH8,0.2,2.1161012303162847
FAM214A,2.0,3.6863020795221915
AFAP1,3.0,2.3442932355458086
KANK2,0.6666666666666666,2.203570873636588
TSPAN14,1.0,2.1715518997575574
STPG1,2.0,3.0606655935875975
RP11-862L9.3,2.0,
ALS2CR11,3.0,3.369227289202208
SNORD109A,2.0,
RGS1,2.0,3.527291154616546
DCLRE1C,6.0,3.0391186996726174
SLC2A2,4.0,3.0336275191948276
ZNF529,2.0,4.060974594102364
FAM153A,2.0,2.8073826995495996
SUMO3,0.0,2.596871221726777
LCAT,2.0,2.1961998494013897
HCRT,2.0,1.8654348973430728
RP11-324H6.5,3.0,
USP51,4.0,2.9458042475118074
MC3R,2.0,1.9581516432384067
LRIT1,1.25,2.2288007965822287
SMAD6,0.0,1.9958571366977425
DENND4C,0.6666666666666666,3.695600910561805
LPPR5,3.0,2.6498394551294475
DNMT3A,2.2,2.4667932781799737
PCBP3,2.0,2.3771852742988715
C21orf58,3.0,2.375274673981854
ACYP1,2.0,2.8977407810374056
OR52K2,1.0,2.3343400211153202
PTH2R,8.0,2.803505261440284
MIR551B,2.0,
OR2T12,5.0,2.3551277349927653
ADAMTSL5,1.0,2.2726366844764647
ACTL7A,1.0,2.276011239902035
RD3,0.0,2.178927230978325
ST3GAL1,4.0,2.096747425844876
PHF19,3.0,2.372654416671483
MRFAP1L1,1.0,2.3629365588999485
SLC8B1,0.25,1.9941036952725881
NUP214,11.0,2.9760781573635398
GDPD5,4.0,2.0426255814678784
GGCX,5.0,2.429499582526078
ZNF319,2.5,2.3504401457359463
ZDHHC23,3.0,2.5056568598646938
ERBB2IP,6.0,3.9043742487602264
TSPYL1,2.0,2.6546123023045602
DCAF13,3.0,3.5005711004595326
NAPSB,5.0,
ZNF132,8.0,3.3485273669802247
CXorf23,3.0,3.965623636156789
TCEB3,0.3333333333333333,2.8604025279518477
ATP8B3,3.0,2.073252400903101
AKAP9,8.666666666666666,3.7664943943115845
SYNE2,4.0,3.1110891372300036
GLCCI1,5.0,2.80877238237036
METTL8,3.0,3.6526812211814583
TBC1D20,6.0,2.4251678939146353
SIK1,1.0,2.097706486701722
PSPH,2.0,2.9387999561320837
NUP160,1.0,3.1318555338555725
SMARCA5,2.0,3.794142961924383
ARCN1,4.0,3.171316632530759
KHDRBS3,4.0,2.966265599497885
C10orf10,5.0,2.5331777829232154
BTF3,0.0,3.1115207060121697
GPR37L1,4.0,2.0368930871662174
AGXT,3.0,1.975019616879185
KANSL3,4.0,2.450012236528837
SGTA,4.0,2.287514184490115
CBWD2,2.0,3.258378289131334
TRAJ37,2.0,
EXTL3,1.0,2.3728682753464847
FASN,1.3333333333333333,1.953417821462368
GAPDH,0.0,2.257750589560372
RALGAPB,3.0,3.2380001259739264
YIPF7,3.0,3.0260353194197154
KRTAP4-6,2.0,2.8019727018775415
AURKAIP1,0.0,2.0647761120970975
SDK2,2.3333333333333335,2.1185350707606285
PAPD7,8.0,2.6373876362150206
TSPAN17,2.0,2.216863748238084
AC018462.2,2.0,
C1S,2.5,3.102153993281593
SAMHD1,8.0,3.4254735003633425
KBTBD4,2.0,2.539354715009009
THRSP,0.0,2.307006093064007
ABCA13,4.142857142857143,3.056510538709558
TDRD9,3.0,2.8814186730904625
CLIC3,0.0,1.863758969737541
SREK1IP1,4.0,3.3258744797572843
ILKAP,1.0,2.6915417946969002
RHBDF2,1.0,2.1450352304197184
TMEM151A,0.0,1.9328431109967434
HIPK3,6.0,3.4869312846441187
SDAD1,3.0,2.5618363852587147
DYRK4,9.0,2.7200166367642775
DLEC1,5.0,2.418442765802074
LGALS9C,4.0,2.464861266240928
KIAA1009,3.0,3.668676761738659
LRRC37A11P,3.0,
MRPS5,3.0,2.886965191259178
RSRC1,7.0,3.691132290699427
CCDC41,3.0,3.621584786548819
STAT5A,0.5,2.222758499539418
CD99L2,2.0,2.7704771953524516
CD300E,2.0,2.5593843898656314
SNX27,5.0,2.2745072537576205
SECISBP2,7.0,3.0965623951165915
MDH1,2.0,2.9483615687482048
SLC15A2,5.0,2.8324867860114606
PCDHGA11,7.0,2.3024452538163303
FGF2,1.0,2.3543915938893556
EIF3K,2.0,2.7354673766402953
ZNF841,2.0,3.5301897952234746
SCP2D1,1.5,2.762749703423011
SMPDL3B,3.0,2.4043302740299852
ITGAM,2.0,2.231957692395806
MYH7B,7.0,2.104903849390165
MOGAT3,4.0,2.1808214697862387
IL1R1,5.0,3.304295834882098
CBLB,3.5,3.5207906595836906
MKL2,9.0,2.87762306292249
UCKL1,1.0,2.0969706013628087
YOD1,2.0,2.8886865455188024
VWA2,3.0,2.2333000357834973
FPR2,2.0,2.283144936986033
CDH22,0.5,2.0220265932628885
IGHV4-34,2.0,
PAX1,2.75,2.1979710210619854
FUT10,3.0,2.8472006122638813
TLE6,2.0,2.4513365856304388
TNFRSF11B,1.0,3.0520673810587717
ZNF484,7.0,3.751590858603826
LONRF1,5.0,2.7714690161711277
TRBV24-1,3.0,
MIR1269A,2.0,
RPL23AP53,2.0,
SKP1,3.0,3.6652259739702693
OSBPL1A,2.0,3.365407133063286
SDCCAG8,8.0,3.104498231592309
ZBTB16,0.8,2.413137691814831
COMMD3-BMI1,3.0,3.2825181775527486
THRA,4.0,2.3810887184608913
SNAP47,1.0,2.630064509422102
BASP1,1.0,2.45059463989993
FAM133A,5.0,4.028242719674254
SPRY4,1.0,2.274181335323993
CD300LD,2.0,2.5570974652494622
MRGPRD,2.0,1.9115428728369817
CYP4V2,0.0,2.9135268080021657
C9orf135,10.0,3.226434856465068
PFKL,1.6666666666666667,2.0344141265463804
KDM1A,4.0,3.0137405821750627
NEIL3,3.0,3.3013397574499055
ISOC1,1.0,2.568991316033122
VPS13A,5.333333333333333,3.7245031720931396
SLC28A1,0.8,2.140206214317261
GBP1P1,2.0,
COPS6,2.0,2.3698239294972674
ARHGDIB,0.0,2.6014572038097303
NLRP12,2.2222222222222223,2.209605034769169
C4orf29,4.0,3.6756427676032035
LYNX1,2.0,2.2217977026212536
ZFP69,4.0,3.3437415998058815
NDUFS2,3.0,2.910782924878305
GATA6,2.0,2.21721298704331
LRP3,2.0,2.232585816135681
SYPL2,1.0,2.3815386413045307
LAMB2,5.0,2.694686678024826
ACACA,14.0,2.957669795274021
MYO5B,7.0,2.436452054834802
HSPB3,4.0,2.7081484527197737
BCL9L,1.0,2.4586263410024025
NAA15,1.5,3.7078624779245226
IL19,1.5,2.5902109035911476
ACSF3,3.0,2.176179106267424
HLA-DOB,4.0,2.6082062033131064
MVB12B,2.0,2.68050446725746
NRAS,2.0,3.1852390252858336
KCNG2,0.3333333333333333,1.775147097563402
TMEM234,2.0,2.1522124593328527
HIPK1,1.3333333333333333,2.959038577683642
RSPRY1,5.0,3.2350188458441176
FLG,4.25,3.569593643332264
COPB2,4.0,3.3642188431842213
NDUFAF3,2.0,2.4049382870085854
TBC1D1,0.5,2.7137343712319217
BLOC1S4,2.0,2.109193620433751
LIG4,3.5,4.124694770013117
ARPC4,2.0,2.863183169933798
PLA1A,6.0,2.6037037826531226
SUGT1,2.0,3.687981725069812
NOL3,0.0,2.3681748709450856
PSMA5,4.0,3.254515568114458
BVES,2.0,3.178141083940739
PRKCZ,2.0,2.367796184113982
IGKV6D-41,3.0,
GRTP1,3.0,2.162365810658627
TNFRSF25,2.0,2.60052262514724
RPL27A,3.0,2.5349196598794363
MMP8,2.0,3.4189880744353562
FBXO4,2.0,2.1436902083364737
EBNA1BP2,6.0,2.908448655253229
C16orf70,2.0,2.890428702179868
KIF19,1.3333333333333333,2.1152978390780106
NEDD1,8.0,3.7093377493767905
PDE3A,1.875,2.724453159508642
ZNF383,4.0,3.7828696180799164
TRBV7-7,0.0,
SERPINB12,3.0,2.8545577504780133
ANK2,3.0,2.8618577656204494
FAM167A,2.0,2.265807690992561
TAF2,4.0,3.59497796963692
PLXNA1,5.333333333333333,2.004958134346652
GCOM1,4.0,2.8708629742470513
POTED,2.0,3.40918908832231
FAM166B,0.0,2.628869844274497
UFL1,1.3333333333333333,3.373157708086482
GAREM,7.0,2.60396422221286
ROPN1,1.0,2.54079532905466
MID1,3.0,2.5663403249633205
TSR1,1.6666666666666667,3.0581053498623283
PTPRR,9.0,3.1533253737916573
C5orf34,4.0,3.83283002099535
NOX4,5.0,3.1064776659568905
DRD2,4.0,2.076654393322777
FBXO17,2.0,2.125859809491456
OR6C75,0.0,2.688381241124183
FOXR2,1.0,3.155226456413854
EEF1D,3.0,2.292205544435511
SLC25A18,2.0,2.264353854842219
ACBD5,2.0,3.5603304970849594
KIF11,3.0,3.507246228583631
FCRL4,4.0,2.824801803736932
HSD3B2,1.0,2.421298864780406
PTPRA,2.0,2.673450338121809
MICU1,2.0,3.112195604231587
LDHA,2.0,3.141170275355527
ZAR1,0.0,2.236386003556284
DCSTAMP,6.0,2.6757145540216345
FRMD5,3.0,2.6094924077105537
LRRC30,1.6666666666666667,1.875752816011839
NXF4,7.0,
ZNF770,4.0,3.9103050624796203
HAUS6,8.0,3.7150493411359844
USP14,1.0,3.653229127063453
TRABD2A,1.0,2.364576655753148
CEP170,10.0,3.7761545811346977
RERE,4.0,2.5525423880417746
ZNF138,3.0,3.59720898080814
CSDE1,4.0,3.1978246364487672
CHRNB1,1.0,2.227594816195329
NUBP1,2.0,2.6069601133192957
PHLPP2,3.0,2.8131746965337783
T,3.0,2.4206878219603647
PSMB9,3.0,2.7011428751387725
VRK3,3.0,2.416618539338827
KLF14,3.0,2.296143343035954
REN,1.5,2.3271544454894886
CIR1,6.0,3.6525219600505476
FAIM,3.0,3.370008709237141
C17orf77,1.0,2.922175345062963
SFMBT1,5.0,3.1548439443895084
IFI27,1.0,2.292546370752586
P4HTM,3.0,2.3120205166159535
THRB,0.0,2.67721682047402
SEZ6L2,0.6666666666666666,2.205024842937048
SUCLG2,4.0,2.8815666490001943
LHX9,1.2,2.2926282550025325
FOS,7.0,2.3566273782964884
BOD1L2,2.0,2.635212477976985
MESDC2,2.0,2.795559905055612
NOL6,2.0,2.2974731820539076
RBM23,2.0,2.634203655289613
RSPO1,3.0,2.547174677302156
C1orf65,0.0,2.3596004592721056
MSH4,5.5,3.678098868974638
FOXD4L5,2.0,2.375385560406822
RBM11,3.0,3.5680456975958617
RASAL2,5.0,2.8149943581461923
CBLL1,3.0,4.592045169611767
LAMA1,4.6,2.736833401565741
ZNF354C,2.5,3.5052216336638615
KLF3,6.0,2.84568080255114
TSPAN7,2.0,2.368474005367571
ADAM2,13.0,3.8953065138674123
RRN3P2,3.0,
GABRR3,2.0,3.0693062212183038
WDR36,2.0,3.53188409727573
DDX31,2.0,2.6860449540697933
ANAPC4,2.0,3.5749754176736537
SLC25A16,5.0,3.5442828377560556
RNF19A,3.0,3.7702126013000816
LANCL2,1.0,2.616363445575518
ZNF474,2.0,3.251742071888299
MTMR11,4.5,2.8122180761880715
MATN4,1.0,2.195433670118916
TAAR9,1.0,
TFEB,1.0,2.2714209683271815
CACNA1D,4.666666666666667,2.6458504845052757
ELAVL2,5.0,3.158300574182346
S100A14,2.0,2.325346632481534
AC073342.1,4.0,
PYGB,4.0,2.06868374393979
CLIP3,1.0,2.2506923108069934
GJB3,1.0,2.037329634785348
SKIV2L2,4.0,3.8462987633542567
TFF2,2.0,2.4802952421531916
ZNF781,0.5,3.3524091463308707
ZNF586,2.0,3.7174038538979675
PLD5,5.0,2.7947917335216084
CD44,1.0,2.886619770300588
DERL2,3.0,2.8258424756338254
PGBD2,10.0,2.779267379637933
MYCL,3.0,2.5049698223152066
SETD3,7.0,2.928927964861167
FDFT1,2.0,2.7726496266711744
RSPH4A,3.5,3.4978216765314305
GGPS1,2.0,3.2922751898201446
LSM1,3.0,2.8976376338708767
FOXL1,0.0,2.1215276861300874
LAMA2,6.8,3.207597573775863
ASPM,10.0,3.779787103956162
RCL1,2.0,2.6182144387895736
SLC32A1,0.75,1.8979893734373385
IGHV1-46,1.0,
ENPP2,7.0,3.181764981270419
CHIT1,3.0,2.473922394248961
ZNF438,3.0,3.1886207920965726
MRPL50,2.0,3.3361989482756846
SNAPC4,2.3333333333333335,2.31328194777165
R3HCC1L,4.0,3.941363644117626
FAM129A,4.0,2.786603563773431
STAC3,2.0,2.6928832111232017
NLRP3,1.7142857142857142,2.413372423638331
DZIP1L,1.3333333333333333,2.553545602544556
GLG1,2.5,2.7405265267075025
MKRN1,1.0,3.0352241209475546
AKAP4,11.0,3.068865343727232
JAK3,1.3333333333333333,2.174283211063247
KIAA1586,0.0,4.010505029327985
CELF1,3.0,3.0096728117611375
GSTM2,2.0,2.4281240180785666
CNTN5,2.25,3.2911955146784924
CPN1,1.0,2.412822197809645
FRRS1,2.0,3.608343464724941
DHRS12,0.0,2.576196484320736
ADHFE1,4.0,2.6889384798919753
GAGE10,2.0,4.057411707176143
KLC3,3.0,2.1273640861031557
EEF1G,1.0,2.5398293032744466
KIF2A,2.0,4.0121781368195375
SLC39A10,5.0,3.813782517086023
NEK3,1.0,3.3216015312133185
